Movie ID,Movie Title,Unknown,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
259,Clash of the Titans (2010),0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
260,Clerks II (2006),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Click (2006),0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
262,Closer (2004),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
263,Cloud Atlas (2012),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
264,Cloudy with a Chance of Meatballs (2009),0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
265,Cloverfield (2008),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
266,Coach Carter (2005),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
267,Coco (2017),0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Coffee and Cigarettes (2003),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
269,Coherence (2013),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
270,Cold Mountain (2003),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
271,Collateral (2004),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
272,Collateral Damage (2002),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
273,Confessions of a Dangerous Mind (2002),0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
274,Confessions of a Shopaholic (2009),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
275,Confidence (2003),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
276,"Conjuring, The (2013)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
277,"Constant Gardener, The (2005)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
278,Constantine (2005),0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
279,Contagion (2011),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
280,Control (2007),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
281,"Cooler, The (2003)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
282,Coraline (2009),0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
283,"Core, The (2003)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
284,"Corporation, The (2003)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
285,Corpse Bride (2005),0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
286,"Counterfeiters, The (Die Fälscher) (2007)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
287,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
288,Cowboys & Aliens (2011),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
289,Crank (2006),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
290,Crank: High Voltage (2009),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
291,Crash (2004),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
292,"Crazies, The (2010)",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
293,Crazy Heart (2009),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
294,"Crazy, Stupid, Love. (2011)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
295,Crazy/Beautiful (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
296,Creed (2015),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
297,Crocodile Dundee in Los Angeles (2001),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
298,"Croods, The (2013)",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
299,Crossroads (2002),0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
300,"Curious Case of Benjamin Button, The (2008)",0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
301,"Curse of the Jade Scorpion, The (2001)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
302,"Da Vinci Code, The (2006)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
303,Daddy Day Care (2003),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
304,Dallas Buyers Club (2013),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
305,Dan in Real Life (2007),0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
306,"Dangerous Lives of Altar Boys, The (2002)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
307,Daredevil (2003),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
308,"Darjeeling Limited, The (2007)",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
309,"Dark Knight Rises, The (2012)",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
310,"Dark Knight, The (2008)",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
311,Dark Shadows (2012),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
312,"Das Experiment (Experiment, The) (2001)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
313,Date Night (2010),0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
314,Dawn of the Dead (2004),0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
315,Dawn of the Planet of the Apes (2014),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
316,"Day After Tomorrow, The (2004)",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
317,"Day of the Doctor, The (2013)",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
318,"Day the Earth Stood Still, The (2008)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
319,Daybreakers (2010),0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
320,Deadpool (2016),0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
321,Deadpool 2 (2018),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
322,Death Proof (2007),0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
323,Death Race (2008),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
324,Death at a Funeral (2007),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
325,Death to Smoochy (2002),0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
326,Defiance (2008),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
327,"Definitely, Maybe (2008)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
328,"Departed, The (2006)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
329,Departures (Okuribito) (2008),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
330,"Descendants, The (2011)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
331,"Descent, The (2005)",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
332,Despicable Me (2010),0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
333,Despicable Me 2 (2013),0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
334,Devil (2010),0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
335,"Devil Wears Prada, The (2006)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
336,"Devil's Backbone, The (Espinazo del diablo, El) (2001)",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
337,"Devil's Rejects, The (2005)",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
338,"Dictator, The (2012)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
339,Die Another Day (2002),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
340,Dinner for Schmucks (2010),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
341,Dirty Pretty Things (2002),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
342,"Dish, The (2001)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
343,District 13 (Banlieue 13) (2004),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
344,District 9 (2009),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
345,Disturbia (2007),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
346,Divergent (2014),0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
347,Divine Secrets of the Ya-Ya Sisterhood (2002),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
348,"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le) (2007)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
349,Django Unchained (2012),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
350,Doctor Strange (2016),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
351,Dodgeball: A True Underdog Story (2004),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
352,Dog Soldiers (2002),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
353,Dogtown and Z-Boyz (2001),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
354,Dogville (2003),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
355,Domino (2005),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
356,Don Jon (2013),0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
357,Don't Breathe (2016),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
358,Don't Say a Word (2001),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
359,Donnie Darko (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
360,Doom (2005),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
361,Doubt (2008),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
362,Down with Love (2003),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
363,"Downfall (Untergang, Der) (2004)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
364,Dr. Dolittle 2 (2001),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
365,Dr. Horrible's Sing-Along Blog (2008),0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
366,Dracula Untold (2014),0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
367,Drag Me to Hell (2009),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
368,Dreamcatcher (2003),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
369,"Dreamers, The (2003)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
370,Dreamgirls (2006),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
371,Dredd (2012),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
372,Drive (2011),0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
373,Driven (2001),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
374,Drumline (2002),0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
375,Due Date (2010),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
376,"Dukes of Hazzard, The (2005)",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
377,Dumb and Dumber To (2014),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
378,Dumb and Dumberer: When Harry Met Lloyd (2003),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
379,Dunkirk (2017),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
380,Duplex (2003),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
381,Déjà Vu (Deja Vu) (2006),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
382,Eagle Eye (2008),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
383,Eastern Promises (2007),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
384,Easy A (2010),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
385,Edge of Tomorrow (2014),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
386,"Education, An (2009)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
387,"Edukators, The (Die Fetten Jahre sind vorbei) (2004)",0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
388,Eight Legged Freaks (2002),0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
389,Elektra (2005),0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
390,Elephant (2003),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
391,Elf (2003),0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
392,Elite Squad (Tropa de Elite) (2007),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
393,Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
394,Elizabethtown (2005),0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
395,Ella Enchanted (2004),0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
396,Elysium (2013),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
397,Enchanted (2007),0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
398,End of Watch (2012),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
399,Ender's Game (2013),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
400,Enemy (2013),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
401,Enemy at the Gates (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
402,Enigma (2001),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
403,Enron: The Smartest Guys in the Room (2005),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
404,Epic Movie (2007),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
405,"Equalizer, The (2014)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
406,Equilibrium (2002),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
407,Eragon (2006),0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
408,Escape Plan (2013),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
409,Eternal Sunshine of the Spotless Mind (2004),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
410,EuroTrip (2004),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
411,Evan Almighty (2007),0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
412,Everest (2015),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
413,Everything Is Illuminated (2005),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
414,Evolution (2001),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
415,Ex Machina (2015),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
416,Exam (2009),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
417,Exit Through the Gift Shop (2010),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
418,"Exorcism of Emily Rose, The (2005)",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
419,"Expendables 2, The (2012)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,"Expendables, The (2010)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
421,Fahrenheit 9/11 (2004),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
422,Failure to Launch (2006),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
423,"Fall, The (2006)",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
424,Family Guy Presents Stewie Griffin: The Untold Story (2005),0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
425,"Family Stone, The (2005)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
426,Fantastic Beasts and Where to Find Them (2016),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
427,Fantastic Four (2005),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
428,Fantastic Four (2015),0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
429,Fantastic Four: Rise of the Silver Surfer (2007),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
430,Fantastic Mr. Fox (2009),0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
431,Far from Heaven (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
432,"Fast & Furious (Fast and the Furious 4, The) (2009)",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
433,"Fast & Furious 6 (Fast and the Furious 6, The) (2013)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
434,"Fast Five (Fast and the Furious 5, The) (2011)",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
435,"Fast and the Furious, The (2001)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
436,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
437,Fever Pitch (2005),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
438,Fifty Shades of Grey (2015),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
439,"Fighter, The (2010)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
440,Final Destination 2 (2003),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
441,Final Destination 3 (2006),0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
442,Final Fantasy VII: Advent Children (2004),0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
443,Final Fantasy: The Spirits Within (2001),0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
444,Finding Dory (2016),0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
445,Finding Nemo (2003),0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
446,Finding Neverland (2004),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
447,Firewall (2006),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
448,Flags of Our Fathers (2006),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
449,Flight (2012),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
450,Flightplan (2005),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
451,Flushed Away (2006),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
452,Focus (2015),0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
453,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
454,"Food, Inc. (2008)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
455,"Forbidden Kingdom, The (2008)",0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
456,Forgetting Sarah Marshall (2008),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
457,"Forgotten, The (2004)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
458,"Fountain, The (2006)",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
459,Four Brothers (2005),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
460,Four Lions (2010),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
461,Fracture (2007),0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
462,Frailty (2001),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
463,Freaky Friday (2003),0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
464,Freddy Got Fingered (2001),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
465,Freddy vs. Jason (2003),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
466,Frida (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
467,Friday Night Lights (2004),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
468,Friends with Benefits (2011),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
469,From Hell (2001),0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
470,From Paris with Love (2010),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
471,Frost/Nixon (2008),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
472,Frozen (2013),0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
473,Fun with Dick and Jane (2005),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
474,Funny People (2009),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
475,Furious 7 (2015),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
476,Fury (2014),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
477,Futurama: Bender's Big Score (2007),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
478,Futurama: Bender's Game (2008),0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
479,Futurama: Into the Wild Green Yonder (2009),0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
480,Futurama: The Beast with a Billion Backs (2008),0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
481,G.I. Joe: The Rise of Cobra (2009),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
482,Gamer (2009),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
483,Gangs of New York (2002),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
484,Garden State (2004),0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
485,Garfield: The Movie (2004),0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
486,Get Him to the Greek (2010),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
487,Get Out (2017),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
488,Get Smart (2008),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
489,Ghost Rider (2007),0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
490,Ghost Ship (2002),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
491,Ghost Town (2008),0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
492,Ghost World (2001),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
493,"Ghost Writer, The (2010)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
494,Ghost in the Shell (2017),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
495,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
496,Ghostbusters (2016),0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
497,Ghosts of Mars (2001),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
498,"Girl Next Door, The (2004)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
499,"Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
500,"Girl Who Leapt Through Time, The (Toki o kakeru shôjo) (2006)",0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
501,"Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)",0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
502,Girl with a Pearl Earring (2003),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
503,"Girl with the Dragon Tattoo, The (2011)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
504,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
505,"Giver, The (2014)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
506,"Glass House, The (2001)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
507,Godzilla (2014),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
508,"Golden Compass, The (2007)",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
509,Gone Baby Gone (2007),0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
510,Gone Girl (2014),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
511,"Good Day to Die Hard, A (2013)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
512,"Good Girl, The (2002)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
513,"Good Night, and Good Luck. (2005)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
514,"Good Shepherd, The (2006)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
515,"Good bye, Lenin! (2003)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
516,Gosford Park (2001),0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
